student_id,activity_id,swap_weight,group_id,new_group_id
12006,2274088,1,115118,115118
15120,2271785,1,114522,114522
12870,2274978,1,115444,115446
15298,2268399,1,113688,113688
14127,2274088,1,115118,115118
16144,2272575,1,114824,114825
14351,2269153,1,113965,113968
13016,2274736,1,115352,115355
14045,2274752,1,115368,115370
14174,2276920,1,116089,116090
15305,2277075,1,116132,116141
13082,2275908,1,115829,115829
16195,2272575,1,114824,114824
13087,2268690,1,113753,113753
16519,2270409,1,114206,114206
15104,2275866,1,115787,115787
16293,2268399,1,113688,113688
16606,2270883,1,114364,114364
13943,2276133,1,115878,115878
15241,2277075,1,116132,116142
14038,2276672,1,116002,116002
16313,2273329,1,114939,114939
14418,2276133,1,115878,115881
14098,2276672,1,116002,116003
14290,2275119,1,115535,115535
15402,2141470,0,112172,112172
15570,2272670,1,114881,114881
16611,2270804,1,114285,114285
10702,2274213,1,115181,115182
15532,2268790,1,113853,113853
15572,2269153,1,113965,113971
15532,2275908,1,115829,115829
15173,2271648,1,114471,114472
16008,2268399,1,113688,113688
15287,2275929,1,115850,115850
15032,2277619,1,116301,116301
14543,2271648,1,114471,114471
15262,2141471,0,111720,111720
12741,2274442,1,115259,115259
14239,2276672,1,116002,116002
16143,2273329,1,114939,114939
12871,2276868,1,116037,116037
15258,2272588,1,114837,114837
14046,2274099,1,115129,115129
14023,2276116,1,115861,115861
16194,2272588,1,114837,114837
15240,2275887,1,115808,115808
15404,2277619,1,116301,116301
16183,2270883,1,114364,114364
11798,2276385,1,115942,115942
16459,2270330,1,114127,114127
14242,2276672,1,116002,116002
14301,2271772,1,114509,114509
15124,2277173,1,116230,116243
15641,2277075,1,116132,116132
11778,2275929,1,115850,115850
16557,2268343,1,113632,113634
15462,2271648,1,114471,114471
15441,2273329,1,114939,114939
16096,2272549,1,114798,114798
16263,2272549,1,114798,114804
15604,2271648,1,114471,114471
15139,2277619,1,116301,116301
15050,2271648,1,114471,114471
15140,2269153,1,113965,113974
15232,2275929,1,115850,115850
15053,2271648,1,114471,114471
15217,2276672,1,116002,116002
16231,2272575,1,114824,114824
14262,2275110,1,115526,115530
14029,2276627,1,115982,115982
15380,2269166,1,113978,113978
15151,2275866,1,115787,115787
15061,2277619,1,116301,116301
16113,2268690,1,113753,113798
15208,2275887,1,115808,115808
14245,2268399,1,113688,113688
15448,2141470,0,112172,112172
16092,2268399,1,113688,113688
11618,2276394,1,115951,115951
9701,2275203,1,115568,115572
15272,2277117,1,116174,116184
15173,2277145,1,116202,116202
15227,2271648,1,114471,114471
16300,2270804,1,114285,114285
15217,2268399,1,113688,113688
15138,2275887,1,115808,115808
15072,2272670,1,114881,114881
15121,2271785,1,114522,114522
15367,2270082,1,114107,114107
16177,2270409,1,114206,114206
16024,2273329,1,114939,114939
13086,2277619,1,116301,116301
15544,2277619,1,116301,116301
15437,2277103,1,116160,116160
16024,2270409,1,114206,114206
15637,2272670,1,114881,114881
15104,2275908,1,115829,115829
16289,2272670,1,114881,114881
16339,2272670,1,114881,114881
12907,2276672,1,116002,116002
14046,2276150,1,115895,115895
16418,2268790,1,113853,113853
16113,2268315,1,113604,113627
14336,2271772,1,114509,114509
14290,2274728,1,115344,115345
14127,2271772,1,114509,114511
16300,2272601,1,114850,114853
13927,2271785,1,114522,114527
16104,2272670,1,114881,114886
16035,2268399,1,113688,113688
15491,2141471,0,111720,111720
13919,2275908,1,115829,115829
14070,2274740,1,115356,115357
15193,2271648,1,114471,114471
11798,2276382,1,115939,115939
15448,2268740,1,113803,113803
15253,2277187,1,116244,116247
15463,2275908,1,115829,115829
12965,2276167,1,115912,115914
15183,2270883,1,114364,114364
15598,2141470,0,112172,112172
15658,2272670,1,114881,114885
16379,2272670,1,114881,114881
15113,2275908,1,115829,115829
15335,2277159,1,116216,116216
13948,2271759,1,114496,114496
16500,2270804,1,114285,114285
14233,2277131,1,116188,116188
16018,2268790,1,113853,113853
14351,2277117,1,116174,116184
16008,2270330,1,114127,114129
12030,2269078,1,113915,113917
15365,2271648,1,114471,114471
12682,2275381,1,115620,115623
16293,2270330,1,114127,114127
15525,2271648,1,114471,114471
14469,2275866,1,115787,115787
16628,2273329,1,114939,114939
11618,2275195,1,115560,115560
16130,2268790,1,113853,113853
15441,2272601,1,114850,114850
11043,2272156,1,114655,114656
13976,2275887,1,115808,115823
16303,2272549,1,114798,114798
14145,2271772,1,114509,114509
16418,2272575,1,114824,114824
13932,2274088,1,115118,115118
16554,2270409,1,114206,114206
14180,2274712,1,115328,115329
15210,2277103,1,116160,116160
13946,2276672,1,116002,116002
15454,2269166,1,113978,113978
15585,2271648,1,114471,114472
16024,2272601,1,114850,114850
16059,2272601,1,114850,114850
15104,2277145,1,116202,116205
11616,2269086,1,113923,113923
16177,2272601,1,114850,114851
15295,2269153,1,113965,113965
12952,2276116,1,115861,115861
13919,2274213,1,115181,115185
15448,2272588,1,114837,114837
12731,2275929,1,115850,115850
11912,2272414,1,114763,114764
14346,2277619,1,116301,116301
16023,2272670,1,114881,114881
15381,2277117,1,116174,116179
15106,2269140,1,113952,113955
16365,2268790,1,113853,113853
14255,2269975,1,114101,114101
14260,2273876,1,115058,115058
15406,2272601,1,114850,114853
16300,2273329,1,114939,114939
15070,2277117,1,116174,116184
16007,2272575,1,114824,114824
15532,2271648,1,114471,114471
16300,2270409,1,114206,114206
16468,2272549,1,114798,114798
16437,2268790,1,113853,113853
15045,2275929,1,115850,115850
11713,2276394,1,115951,115951
14417,2276150,1,115895,115895
13095,2275866,1,115787,115787
15108,2275866,1,115787,115787
14425,2276672,1,116002,116002
15484,2277187,1,116244,116247
16619,2270330,1,114127,114127
15603,2277173,1,116230,116230
12741,2274458,1,115275,115275
14346,2277159,1,116216,116216
15402,2268790,1,113853,113853
16619,2273329,1,114939,114939
14351,2277089,1,116146,116146
15593,2271648,1,114471,114471
15317,2277187,1,116244,116244
16551,2270409,1,114206,114206
16619,2270409,1,114206,114206
12006,2274099,1,115129,115129
11559,2274099,1,115129,115129
15143,2277173,1,116230,116243
14374,2271785,1,114522,114522
14345,2272670,1,114881,114887
14127,2274099,1,115129,115129
15451,2270883,1,114364,114364
16164,2270804,1,114285,114306
15110,2269140,1,113952,113956
16195,2272588,1,114837,114837
10101,2272238,1,114712,114714
16711,2274377,1,115244,115244
15248,2269975,1,114101,114101
14390,2276150,1,115895,115895
13993,2275908,1,115829,115829
13077,2269166,1,113978,113978
15096,2277075,1,116132,116132
15067,2277619,1,116301,116301
14025,2274088,1,115118,115118
15471,2275887,1,115808,115808
11043,2275195,1,115560,115560
14456,2277619,1,116301,116301
16499,2268315,1,113604,113604
14151,2276167,1,115912,115914
11723,2274450,1,115267,115274
16423,2268790,1,113853,113853
12871,2276881,1,116050,116050
16313,2268399,1,113688,113688
15334,2276672,1,116002,116002
14290,2274756,1,115372,115373
16035,2268640,1,113703,113703
15381,2277089,1,116146,116146
16117,2268790,1,113853,113853
16100,2270330,1,114127,114154
15547,2272601,1,114850,114852
15367,2277619,1,116301,116301
16495,2272549,1,114798,114798
16293,2270409,1,114206,114206
15436,2272549,1,114798,114798
16127,2270409,1,114206,114206
15602,2277619,1,116301,116301
15129,2275908,1,115829,115829
15428,2272670,1,114881,114881
15048,2271648,1,114471,114471
14353,2276770,1,116014,116014
15221,2277173,1,116230,116230
16144,2272588,1,114837,114837
16127,2273329,1,114939,114939
16219,2268343,1,113632,113657
16293,2273329,1,114939,114939
14381,2276167,1,115912,115912
11689,2275866,1,115787,115787
15562,2276672,1,116002,116003
10652,2271746,1,114483,114483
16531,2270409,1,114206,114206
16008,2273329,1,114939,114945
16394,2270883,1,114364,114364
15106,2277103,1,116160,116160
16531,2273329,1,114939,114939
15104,2275929,1,115850,115855
16144,2268315,1,113604,113615
12683,2275386,1,115625,115629
9992,2277619,1,116301,116301
13919,2275929,1,115850,115850
16343,2272588,1,114837,114837
15272,2277131,1,116188,116201
15024,2271648,1,114471,114471
15070,2277089,1,116146,116146
15196,2271648,1,114471,114471
16195,2268740,1,113803,113803
15099,2277145,1,116202,116212
16183,2272549,1,114798,114806
15123,2271648,1,114471,114471
13960,2271759,1,114496,114496
16543,2270804,1,114285,114285
15113,2275929,1,115850,115850
15361,2275887,1,115808,115808
15587,2270804,1,114285,114285
15035,2277075,1,116132,116132
16164,2270409,1,114206,114206
14442,2276672,1,116002,116002
15649,2277619,1,116301,116301
16423,2272575,1,114824,114824
13915,2274088,1,115118,115118
14228,2271759,1,114496,114497
14219,2274260,1,115203,115203
16619,2270804,1,114285,114285
14351,2277131,1,116188,116189
11931,2275929,1,115850,115850
16319,2268399,1,113688,113688
15047,2271772,1,114509,114509
12667,2275195,1,115560,115560
15712,2271648,1,114471,114471
12899,2274970,1,115436,115437
14254,2271759,1,114496,114502
12850,2271759,1,114496,114498
15027,2277075,1,116132,116132
11912,2274442,1,115259,115265
10745,2275487,1,115651,115651
12027,2270883,1,114364,114364
14399,2274110,1,115140,115140
14029,2273888,1,115070,115074
13956,2274110,1,115140,115140
13940,2276150,1,115895,115895
16293,2272601,1,114850,114852
14019,2274720,1,115336,115337
11590,2269062,1,113899,113904
14145,2274099,1,115129,115129
16611,2268399,1,113688,113688
15272,2277089,1,116146,116159
16168,2268343,1,113632,113655
11067,2274458,1,115275,115280
15363,2270883,1,114364,114364
16124,2272588,1,114837,114837
16239,2272562,1,114811,114811
12815,2269086,1,113923,113923
15045,2275908,1,115829,115829
16711,2272405,1,114754,114756
14103,2275083,1,115499,115507
15381,2277131,1,116188,116188
15374,2277145,1,116202,116202
15073,2277187,1,116244,116248
15287,2271648,1,114471,114471
12976,2271772,1,114509,114509
15064,2277131,1,116188,116188
13955,2269153,1,113965,113969
15349,2275929,1,115850,115850
15121,2277103,1,116160,116160
12850,2276672,1,116002,116002
14423,2141471,0,111720,111720
15262,2272670,1,114881,114881
16613,2270883,1,114364,114364
16459,2270409,1,114206,114206
14116,2271746,1,114483,114483
15370,2268740,1,113803,113852
16293,2270804,1,114285,114285
16389,2272670,1,114881,114887
16493,2270883,1,114364,114364
15253,2277173,1,116230,116243
14041,2273876,1,115058,115058
15272,2277619,1,116301,116301
16418,2268740,1,113803,113850
14019,2274756,1,115372,115373
15128,2270082,1,114107,114107
14400,2271785,1,114522,114522
13038,2274377,1,115244,115245
15603,2269166,1,113978,113978
15272,2277159,1,116216,116225
15420,2271648,1,114471,114471
15446,2270883,1,114364,114364
13925,2271772,1,114509,114515
11050,2275887,1,115808,115808
15480,2272670,1,114881,114888
12621,2275487,1,115651,115651
16231,2268371,1,113660,113664
16167,2272601,1,114850,114852
15602,2277131,1,116188,116201
16519,2270330,1,114127,114127
15050,2275929,1,115850,115850
14260,2273870,1,115052,115055
16418,2268690,1,113753,113799
15229,2270883,1,114364,114364
11764,2271648,1,114471,114471
16136,2272588,1,114837,114837
14341,2276672,1,116002,116002
16711,2274380,1,115247,115248
16035,2270804,1,114285,114299
16337,2268640,1,113703,113703
15048,2275908,1,115829,115829
16627,2273329,1,114939,114939
13149,2277619,1,116301,116305
16187,2270883,1,114364,114364
12715,2272129,1,114628,114630
15250,2275887,1,115808,115808
16007,2268740,1,113803,113803
14242,2270804,1,114285,114324
16436,2272549,1,114798,114798
16278,2272670,1,114881,114881
15367,2268343,1,113632,113639
15301,2271648,1,114471,114471
15431,2277103,1,116160,116160
16418,2272588,1,114837,114841
13095,2275929,1,115850,115850
15193,2275929,1,115850,115850
15196,2275908,1,115829,115829
13977,2275908,1,115829,115829
13036,2271772,1,114509,114509
16340,2272588,1,114837,114837
16113,2268790,1,113853,113859
16168,2270883,1,114364,114364
15198,2277131,1,116188,116188
12863,2274377,1,115244,115245
16035,2272601,1,114850,114853
14174,2274110,1,115140,115140
15346,2268399,1,113688,113688
15446,2277619,1,116301,116301
15572,2277619,1,116301,116301
15070,2277159,1,116216,116216
15469,2270082,1,114107,114107
16470,2268371,1,113660,113662
14364,2276773,1,116017,116018
16160,2270330,1,114127,114193
15477,2271648,1,114471,114471
15124,2277187,1,116244,116244
15064,2277619,1,116301,116305
15271,2277103,1,116160,116160
14346,2277117,1,116174,116184
15151,2275929,1,115850,115850
15449,2277089,1,116146,116146
15164,2277103,1,116160,116160
15461,2272588,1,114837,114837
16619,2268640,1,113703,113749
16018,2272588,1,114837,114837
15070,2277619,1,116301,116301
15608,2277187,1,116244,116244
13910,2271759,1,114496,114496
15441,2268399,1,113688,113688
15240,2277187,1,116244,116244
15600,2271648,1,114471,114471
14190,2276672,1,116002,116002
15381,2277159,1,116216,116216
16113,2272575,1,114824,114824
10924,2272220,1,114694,114694
16611,2270330,1,114127,114127
15575,2277089,1,116146,116146
11689,2275908,1,115829,115845
16018,2268690,1,113753,113798
11912,2274458,1,115275,115277
16231,2272588,1,114837,114837
15556,2276133,1,115878,115890
14351,2277619,1,116301,116307
12993,2274099,1,115129,115129
15217,2273329,1,114939,114939
15066,2271648,1,114471,114471
16394,2268343,1,113632,113640
15035,2277103,1,116160,116160
16437,2272588,1,114837,114837
14358,2276672,1,116002,116002
11067,2274442,1,115259,115261
16474,2272549,1,114798,114798
15522,2268399,1,113688,113688
14173,2272670,1,114881,114881
16035,2273329,1,114939,114945
15500,2268399,1,113688,113688
15448,2268790,1,113853,113853
15406,2268399,1,113688,113688
14521,2276672,1,116002,116002
15134,2277187,1,116244,116244
16194,2272575,1,114824,114824
12714,2275737,1,115758,115758
16610,2277187,1,116244,116244
13095,2276920,1,116089,116091
14002,2276167,1,115912,115912
16293,2268640,1,113703,113703
16413,2270883,1,114364,114364
14351,2277159,1,116216,116225
14025,2271772,1,114509,114509
15534,2271648,1,114471,114471
15532,2275929,1,115850,115850
16018,2268740,1,113803,113851
15283,2277103,1,116160,116163
15242,2269166,1,113978,113978
16225,2272588,1,114837,114839
14456,2276773,1,116017,116018
16304,2270883,1,114364,114371
15363,2268399,1,113688,113688
11946,2274466,1,115283,115283
15027,2277089,1,116146,116146
15575,2276672,1,116002,116002
16611,2270883,1,114364,114364
15283,2277089,1,116146,116146
16606,2272601,1,114850,114850
15402,2272670,1,114881,114881
15065,2275908,1,115829,115829
15198,2277103,1,116160,116160
13042,2275929,1,115850,115850
15521,2268790,1,113853,113853
11914,2269094,1,113931,113931
14456,2276672,1,116002,116002
16442,2270883,1,114364,114364
15642,2270804,1,114285,114324
15117,2271648,1,114471,114471
14244,2271772,1,114509,114509
15467,2277187,1,116244,116244
14086,2274110,1,115140,115140
15595,2268690,1,113753,113753
15367,2268399,1,113688,113688
15480,2271648,1,114471,114471
15349,2269166,1,113978,113978
14022,2277584,1,116291,116291
14423,2141470,0,112172,112172
15113,2269166,1,113978,113978
16381,2272601,1,114850,114853
16554,2268343,1,113632,113657
14151,2274099,1,115129,115129
16582,2272601,1,114850,114853
16474,2270804,1,114285,114285
15449,2277103,1,116160,116162
11774,2275493,1,115657,115657
15164,2277089,1,116146,116159
13977,2275887,1,115808,115808
14181,2275092,1,115508,115508
15511,2277131,1,116188,116201
15280,2271648,1,114471,114471
16225,2268740,1,113803,113803
15048,2277173,1,116230,116230
14308,2276920,1,116089,116091
16219,2270330,1,114127,114188
12841,2275074,1,115490,115494
16423,2272670,1,114881,114881
14184,2276920,1,116089,116090
15106,2277619,1,116301,116305
15602,2277103,1,116160,116160
15272,2277075,1,116132,116138
14244,2271746,1,114483,114483
15025,2277619,1,116301,116301
16436,2270409,1,114206,114206
15349,2277187,1,116244,116244
16436,2273329,1,114939,114939
15286,2271648,1,114471,114471
15048,2275887,1,115808,115808
11931,2269166,1,113978,113978
12896,2275929,1,115850,115850
10494,2274442,1,115259,115262
12621,2275481,1,115645,115645
16488,2272670,1,114881,114881
16582,2270804,1,114285,114285
15106,2277159,1,116216,116216
15073,2275929,1,115850,115850
16319,2270883,1,114364,114364
15562,2277619,1,116301,116301
13085,2270082,1,114107,114107
16606,2273329,1,114939,114939
14262,2275092,1,115508,115508
14372,2271772,1,114509,114509
14286,2276770,1,116014,116014
15417,2277187,1,116244,116247
14128,2276133,1,115878,115890
15148,2271648,1,114471,114471
15317,2275929,1,115850,115850
14197,2276672,1,116002,116002
15444,2275866,1,115787,115787
15446,2270330,1,114127,114127
13910,2276150,1,115895,115895
15035,2277131,1,116188,116201
16313,2270883,1,114364,114370
14288,2277619,1,116301,116301
15330,2277619,1,116301,116301
14044,2276672,1,116002,116003
15104,2269166,1,113978,113978
15339,2277619,1,116301,116301
15027,2277131,1,116188,116188
14123,2277103,1,116160,116160
14271,2276672,1,116002,116002
15283,2277131,1,116188,116188
12781,2269975,1,114101,114101
16394,2268399,1,113688,113688
11760,2272145,1,114644,114646
14351,2277075,1,116132,116132
14038,2271772,1,114509,114509
16452,2268790,1,113853,113853
15369,2276672,1,116002,116002
16436,2270804,1,114285,114285
16643,2268315,1,113604,113618
15110,2269153,1,113965,113969
15111,2277187,1,116244,116247
14436,2275908,1,115829,115829
16582,2273329,1,114939,114939
15176,2269166,1,113978,113978
16381,2273329,1,114939,114939
15230,2277619,1,116301,116301
14262,2275119,1,115535,115535
14353,2269002,1,113864,113864
16035,2272549,1,114798,114798
16168,2270330,1,114127,114127
14070,2276672,1,116002,116002
15358,2271648,1,114471,114471
16474,2273329,1,114939,114939
14038,2271746,1,114483,114485
16474,2270409,1,114206,114253
14086,2274213,1,115181,115181
16183,2268640,1,113703,113735
14103,2274255,1,115198,115200
11911,2275887,1,115808,115808
11689,2275887,1,115808,115808
13930,2271772,1,114509,114509
14400,2271772,1,114509,114509
15381,2277075,1,116132,116132
14686,2276116,1,115861,115861
15442,2268790,1,113853,113853
16643,2272588,1,114837,114837
16436,2272601,1,114850,114850
14308,2275929,1,115850,115850
15451,2268399,1,113688,113688
15253,2271648,1,114471,114471
15276,2277619,1,116301,116301
13971,2274088,1,115118,115118
14058,2271772,1,114509,114512
15065,2271648,1,114471,114471
16289,2268740,1,113803,113803
15637,2268740,1,113803,113803
13969,2275866,1,115787,115787
16339,2268740,1,113803,113803
16389,2268790,1,113853,113853
11559,2276672,1,116002,116002
15449,2277075,1,116132,116132
15121,2277089,1,116146,116159
14261,2272575,1,114824,114824
16023,2268371,1,113660,113663
14465,2274088,1,115118,115118
13995,2271772,1,114509,114509
15202,2277619,1,116301,116301
14036,2276672,1,116002,116003
15266,2269166,1,113978,113978
16625,2272670,1,114881,114881
15106,2277131,1,116188,116188
16413,2268399,1,113688,113688
16468,2270330,1,114127,114127
15637,2268690,1,113753,113753
14102,2276672,1,116002,116002
14549,2274740,1,115356,115357
16289,2268690,1,113753,113753
14290,2275110,1,115526,115533
15525,2277187,1,116244,116244
11798,2272393,1,114742,114743
16291,2270330,1,114127,114127
11701,2275203,1,115568,115568
16017,2268790,1,113853,113853
12040,2275211,1,115576,115579
14400,2274088,1,115118,115118
16619,2272549,1,114798,114798
15148,2277145,1,116202,116212
15406,2270883,1,114364,114370
16219,2268399,1,113688,113688
12757,2274099,1,115129,115129
15272,2277103,1,116160,116166
15585,2277187,1,116244,116244
15637,2272588,1,114837,114837
16278,2268790,1,113853,113853
11586,2277187,1,116244,116247
16557,2268640,1,113703,113730
14065,2276133,1,115878,115878
16613,2270330,1,114127,114127
14173,2277145,1,116202,116202
16600,2273329,1,114939,114945
16474,2268640,1,113703,113703
16531,2272549,1,114798,114798
14180,2274744,1,115360,115363
15352,2277619,1,116301,116301
14186,2276672,1,116002,116002
14239,2274088,1,115118,115118
15374,2277173,1,116230,116230
16008,2272549,1,114798,114798
14127,2271759,1,114496,114497
14283,2274088,1,115118,115118
15033,2277619,1,116301,116301
15489,2270082,1,114107,114110
16282,2272549,1,114798,114798
16293,2272549,1,114798,114798
15436,2270409,1,114206,114206
15441,2270883,1,114364,114364
14354,2271759,1,114496,114496
16289,2268315,1,113604,113604
12714,2274720,1,115336,115339
15637,2268315,1,113604,113604
10494,2274458,1,115275,115279
15198,2277075,1,116132,116132
12980,2274088,1,115118,115118
16113,2272670,1,114881,114887
16314,2272549,1,114798,114798
15106,2277089,1,116146,116149
12964,2277619,1,116301,116305
16292,2272588,1,114837,114837
12013,2275929,1,115850,115850
14314,2272670,1,114881,114881
15164,2277619,1,116301,116301
15115,2277103,1,116160,116160
14549,2274248,1,115191,115191
13030,2275866,1,115787,115787
16278,2272575,1,114824,114824
15070,2277103,1,116160,116160
15043,2274724,1,115340,115342
13948,2271772,1,114509,114515
15346,2270883,1,114364,114364
14219,2274732,1,115348,115349
14373,2277075,1,116132,116132
15637,2268371,1,113660,113660
15381,2277103,1,116160,116160
11050,2275866,1,115787,115787
15361,2275908,1,115829,115829
16023,2268740,1,113803,113803
10591,2275211,1,115576,115579
12880,2271772,1,114509,114509
12932,2274110,1,115140,115140
16300,2270883,1,114364,114364
15562,2277089,1,116146,116146
16611,2268343,1,113632,113644
16168,2268399,1,113688,113688
15572,2277103,1,116160,116160
16306,2272588,1,114837,114839
14311,2276150,1,115895,115909
16164,2272549,1,114798,114798
15227,2277187,1,116244,116244
15347,2277619,1,116301,116301
16436,2268640,1,113703,113703
11667,2269102,1,113939,113939
15045,2275887,1,115808,115808
13958,2276672,1,116002,116006
15551,2270082,1,114107,114107
16383,2272575,1,114824,114824
15382,2271785,1,114522,114527
16183,2272601,1,114850,114853
14187,2274110,1,115140,115140
16394,2270330,1,114127,114127
12815,2269094,1,113931,113931
12954,2277619,1,116301,116301
16493,2268399,1,113688,113688
14097,2274110,1,115140,115140
15283,2277159,1,116216,116216
14283,2276776,1,116020,116020
15035,2277619,1,116301,116301
14351,2277103,1,116160,116160
16263,2270330,1,114127,114127
16010,2270330,1,114127,114127
15221,2277145,1,116202,116202
15480,2272575,1,114824,114824
15448,2272670,1,114881,114881
16163,2270883,1,114364,114364
16485,2272670,1,114881,114881
14123,2276167,1,115912,115912
16023,2272588,1,114837,114837
15175,2277619,1,116301,116301
